sentiment,message,tweetid,cleaned_message,tweet_date,sentiment_compound,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_category,month
1,"Want to stop climate change, @UWM? See #BeforeTheFlood at your University... https://t.co/ObnMG2DHcQ by #olivialeeross1 via @c0nvey",815182843122958337,"want to stop climate change, uwm? see beforetheflood at your university... by olivialeeross1 via c0nvey",2016-12-31 14:08:29.822,-0.2263,0.074,0.8,0.126,negative,2016-12
0,"RT @top1percentile: Arguable more serious with its impact over a shorter timescale, and far more easily rectified than climate change,… ",804244350398058496,"rt top1percentile: arguable more serious with its impact over a shorter timescale, and far more easily rectified than climate change,",2016-12-01 09:42:49.929,0.0258,0.121,0.718,0.161,neutral,2016-12
-1,"just had very disconcerting thought, many influential policy makers believe in anthropogenic global warming/climate… https://t.co/nW89akrXmG",813499559167062021,"just had very disconcerting thought, many influential policy makers believe in anthropogenic global warming climate",2016-12-26 22:39:43.653,0.4404,0.172,0.828,0.0,positive,2016-12
2,"&lt; Trump taps climate change skeptic Scott Pruitt to Head EPA

https://t.co/wEJOaJQ6DO  via @ShipsandPorts",807200628128813057,lt; trump taps climate change skeptic scott pruitt to head epa via shipsandports,2016-12-09 13:30:01.465,-0.2263,0.0,0.872,0.128,negative,2016-12
1,RT @EndeavourSci: Dear god what a relief to have a leader say climate change is a fact. #JustinTrudeau  #yycchamber,811601325754462213,rt endeavoursci: dear god what a relief to have a leader say climate change is a fact. justintrudeau yycchamber,2016-12-21 16:56:49.540,0.7783,0.375,0.625,0.0,positive,2016-12
1,"These days temperature in Milan, Italy should be around 0°C. It was 16°C at 10 AM today. Call global warming a theory.",813685276145029120,"these days temperature in milan, italy should be around 0 c. it was 16 c at 10 am today. call global warming a theory.",2016-12-27 10:57:42.031,0.1531,0.074,0.926,0.0,positive,2016-12
1,"US Rep.Lamar Smith, Chair of House Committee on Science, Space, &amp; Technology(+ climate change denier) has a 1-question survey on his website",808030728411873284,"us rep.lamar smith, chair of house committee on science, space, amp; technology climate change denier has a 1 question survey on his website",2016-12-11 20:28:32.795,0.0,0.0,1.0,0.0,neutral,2016-12
-1,The priority for most Africans is getting food into empty tummies. Everything else pales into insignificance. #STFU about climate change,806284327730417665,the priority for most africans is getting food into empty tummies. everything else pales into insignificance. stfu about climate change,2016-12-07 00:48:58.426,-0.2023,0.0,0.913,0.087,negative,2016-12
0,Plus investigation into Tillerson's @exxonmobil on climate change. @AGSchneiderman job is to do these inveatigation… https://t.co/Ex52U3Q1O7,809359407586967552,plus investigation into tillerson s exxonmobil on climate change. agschneiderman job is to do these inveatigation,2016-12-15 12:28:14.596,0.0,0.0,1.0,0.0,neutral,2016-12
-1,@globeandmail This climate change agenda is being sponsored by the very oil companies who they seek to harm - cap and trade taxation scam,811935853522124800,globeandmail this climate change agenda is being sponsored by the very oil companies who they seek to harm cap and trade taxation scam,2016-12-22 15:06:07.175,-0.802,0.0,0.745,0.255,negative,2016-12
2,"In interviews, Trump's EPA pick questioned climate change, said Obama EPA rules would be undone @CNNPolitics https://t.co/SKxQ0jFwfV",808795854677086208,"in interviews, trump s epa pick questioned climate change, said obama epa rules would be undone cnnpolitics",2016-12-13 23:08:53.112,-0.1027,0.0,0.92,0.08,negative,2016-12
1,RT @WBG_Agriculture: Our #soils could accelerate global warming.  We need more action to stop it: https://t.co/AWe9aEWpGW @WLE_CGIAR,806730585938870272,rt wbg_agriculture: our soils could accelerate global warming. we need more action to stop it: wle_cgiar,2016-12-08 06:22:14.674,-0.2177,0.084,0.787,0.129,negative,2016-12
1,@c0nc0rdance This is why climate change denial among the GOP irks me. A lot are the outdoorsy type and want their kids to enjoy the outdoors,810874761169534977,c0nc0rdance this is why climate change denial among the gop irks me. a lot are the outdoorsy type and want their kids to enjoy the outdoors,2016-12-19 16:49:43.044,0.5423,0.164,0.836,0.0,positive,2016-12
1,@LenElchlein @ARareSpark - https://t.co/vw02nVxJzZ: If you don't believe in climate change I Can't wait to see what happens next!!,806318024223498240,lenelchlein ararespark if you don t believe in climate change i can t wait to see what happens next!!,2016-12-07 03:02:52.296,0.0,0.0,1.0,0.0,neutral,2016-12
2,"Energy Dept. rejects Trump’s request to name climate change workers, who remain worried https://t.co/7raN96sTbB",808775110832300033,"energy dept. rejects trump s request to name climate change workers, who remain worried",2016-12-13 21:46:27.394,-0.5106,0.114,0.595,0.292,negative,2016-12
1,"The good news about climate change (yes, that exists) - a US angle &amp; a great Monday morning read… https://t.co/mtXag74AGL",805700526381924352,"the good news about climate change yes, that exists a us angle amp; a great monday morning read",2016-12-05 10:09:09.338,0.7906,0.318,0.682,0.0,positive,2016-12
1,RT @TEDTalks: 'We are going to win this. But it matters a lot how fast we win it.' @AlGore on climate change: https://t.co/fLxKeIrBhl,808047244905775105,rt tedtalks: we are going to win this. but it matters a lot how fast we win it. algore on climate change:,2016-12-11 21:34:10.634,0.8294,0.315,0.685,0.0,positive,2016-12
-1,@KIR_bigg50 @KamalaHarris NOBODY SAYS THERE's NO CLIMATE CHANGE. it's man-made global warming that's the junk science. STOP LYING.,808944186733039616,kir_bigg50 kamalaharris nobody says there s no climate change. it s man made global warming that s the junk science. stop lying.,2016-12-14 08:58:18.230,-0.8555,0.063,0.547,0.391,negative,2016-12
1,#PatioProductions 10 Tips for reducing your global warming emissions at home. Read Blog: https://t.co/alyosEzedG,805587259554557952,patioproductions 10 tips for reducing your global warming emissions at home. read blog:,2016-12-05 02:39:04.422,0.1531,0.11,0.89,0.0,positive,2016-12
2,RT @qz: Bill Gates and investors worth $170 billion are launching a fund to fight climate change through energy innovation https://t.co/CJi…,808360823739420672,rt qz: bill gates and investors worth 170 billion are launching a fund to fight climate change through energy innovation,2016-12-12 18:20:13.654,0.4588,0.262,0.635,0.103,positive,2016-12
2,"In interviews, Trump's EPA pick questioned climate change, said Obama EPA rules would be undone… https://t.co/zS8Z1hG6NU",808785611054137344,"in interviews, trump s epa pick questioned climate change, said obama epa rules would be undone",2016-12-13 22:28:10.842,-0.1027,0.0,0.915,0.085,negative,2016-12
2,RT @JohnLothian: Bill Gates and investors worth $170 billion are launching a fund to fight climate change through energy innovation https:/…,808288007274930176,rt johnlothian: bill gates and investors worth 170 billion are launching a fund to fight climate change through energy innovation,2016-12-12 13:30:52.856,0.4588,0.262,0.635,0.103,positive,2016-12
1,RT @WRIGovernance: .@tomastuits from @CultEcologica on updating #opengov laws to better address the challenges of a warming planet.…,807385664622829568,rt wrigovernance: . tomastuits from cultecologica on updating opengov laws to better address the challenges of a warming planet.,2016-12-10 01:45:17.603,0.5859,0.293,0.707,0.0,positive,2016-12
2,"RT @RolienSasse: Dutch Chief of Defense: 'I see climate change as a security game changer, posing a serious security risk' #PSC2016",805729192100950016,"rt roliensasse: dutch chief of defense: i see climate change as a security game changer, posing a serious security risk psc2016",2016-12-05 12:03:03.778,0.4404,0.266,0.591,0.143,positive,2016-12
1,"RT @RepAdamSchiff: Scott Pruitt is a climate change denier, has spent entire career fighting against clean U.S. water &amp; power. Unbelievably…",806960361513455617,"rt repadamschiff: scott pruitt is a climate change denier, has spent entire career fighting against clean u.s. water amp; power. unbelievably",2016-12-08 21:35:17.440,-0.3182,0.109,0.688,0.202,negative,2016-12
1,RT @DavidTooveyKGL: Well deserved award for #Rwanda's climate change mitigation and adaptation efforts given to Pres. @PaulKagame.…,811470904828035072,rt davidtooveykgl: well deserved award for rwanda s climate change mitigation and adaptation efforts given to pres. paulkagame.,2016-12-21 08:18:34.768,0.6808,0.272,0.728,0.0,positive,2016-12
1,"RT @DanRather: The (so-called) House Science Committee tweets out Breitbart 'article' denying accepted science of climate change..

https:/…",805507016147906560,rt danrather: the so called house science committee tweets out breitbart article denying accepted science of climate change..,2016-12-04 21:20:12.903,-0.0772,0.102,0.78,0.117,negative,2016-12
1,"RT @climatehawk1: Excellent read: Q&amp;A: No, #climate change won't kill us this decade https://t.co/jIgmB7ZPpp via @nzherald… ",805529354956603393,"rt climatehawk1: excellent read: q amp;a: no, climate change won t kill us this decade via nzherald",2016-12-04 22:48:58.890,0.7382,0.329,0.574,0.097,positive,2016-12
-1,@DanRather the game's up. You've been bribed for YEARS to push BS global warming so that the globalists can RAPE us with a huge carbon tax,811807948913643520,danrather the game s up. you ve been bribed for years to push bs global warming so that the globalists can rape us with a huge carbon tax,2016-12-22 06:37:52.340,-0.5473,0.124,0.702,0.173,negative,2016-12
1,Health threats from climate change can be better managed with early warning &amp; vulnerability mapping… https://t.co/eZfMto5VAJ,806053157084295168,health threats from climate change can be better managed with early warning amp; vulnerability mapping,2016-12-06 09:30:23.049,-0.4939,0.132,0.545,0.323,negative,2016-12
1,"g fucking g america. Oh yeah and just because you vote and say climate change isn't real, doesn't mean it's not real.",806941594901282816,"g fucking g america. oh yeah and just because you vote and say climate change isn t real, doesn t mean it s not real.",2016-12-08 20:20:43.131,0.3535,0.115,0.885,0.0,positive,2016-12
1,@BarstoolBigCat trading Soler is a dangerous long term move with global warming speedin up! That guy can flat out hit in warm weather. #take,806636582564491266,barstoolbigcat trading soler is a dangerous long term move with global warming speedin up! that guy can flat out hit in warm weather. take,2016-12-08 00:08:42.523,-0.2244,0.141,0.744,0.115,negative,2016-12
1,RT @CleanAirMoms: Seems like @RealDonaldTrump is willing to #ActOnClimate… when climate change threatens his property. https://t.co/EykDpGj…,812047971919347712,rt cleanairmoms: seems like realdonaldtrump is willing to actonclimate when climate change threatens his property.,2016-12-22 22:31:38.284,-0.0258,0.131,0.733,0.136,neutral,2016-12
2,RT @guardianeco: Michael Bloomberg and Mark Carney: How to make a profit from defeating climate change https://t.co/gsCgiWyHnL,809035398894813184,rt guardianeco: michael bloomberg and mark carney: how to make a profit from defeating climate change,2016-12-14 15:00:44.904,0.0772,0.149,0.718,0.133,positive,2016-12
1,"RT @geo_teira: With an ever warming planet, these people do realize that the last thing they'll ever have again is a white christmas, right?",808074065013592064,"rt geo_teira: with an ever warming planet, these people do realize that the last thing they ll ever have again is a white christmas, right?",2016-12-11 23:20:45.046,0.1531,0.068,0.932,0.0,positive,2016-12
1,Going to miss him. Doing his best to protect us the best he can from a man who does not believe in climate change. https://t.co/tbCpd8CuPB,811337816382775297,going to miss him. doing his best to protect us the best he can from a man who does not believe in climate change.,2016-12-20 23:29:44.010,0.886,0.337,0.613,0.049,positive,2016-12
0,"The irony is, there were dead bees 🐝 on the ice. Maybe Al Gore was right about the internet, I mean global warming.",806330360372019201,"the irony is, there were dead bees on the ice. maybe al gore was right about the internet, i mean global warming.",2016-12-07 03:51:53.463,-0.5994,0.064,0.717,0.219,negative,2016-12
1,RT @washingtonpost: 'Trump can’t deny climate change without a fight' https://t.co/ZK2gC8qbxS via @PostOpinions,809798517749321728,rt washingtonpost: trump can t deny climate change without a fight via postopinions,2016-12-16 17:33:06.617,-0.0557,0.15,0.686,0.165,negative,2016-12
2,RT @TelegraphNews: Donald Trump meets Al Gore in bid to 'find common ground' on climate change https://t.co/gqFpmpjFt3,805911703020044290,rt telegraphnews: donald trump meets al gore in bid to find common ground on climate change,2016-12-06 00:08:17.772,0.0,0.0,1.0,0.0,neutral,2016-12
0,RT @mcnees: 'President-Elect nominates Siberian zombie anthrax virus from a global warming-thawed reindeer corpse to head Centers for Disea…,806887941901549568,rt mcnees: president elect nominates siberian zombie anthrax virus from a global warming thawed reindeer corpse to head centers for disea,2016-12-08 16:47:31.259,-0.5719,0.0,0.821,0.179,negative,2016-12
1,RT @andywightman: There are many alarming signs of global warming but this news from St Kilda is unusually shocking.…,806616742390878211,rt andywightman: there are many alarming signs of global warming but this news from st kilda is unusually shocking.,2016-12-07 22:49:52.257,0.0129,0.066,0.87,0.064,neutral,2016-12
1,"RT @hayward_malcolm: I'm dreaming of a white Christmas. But, due to rising global temperatures due to man-made climate change, that might n…",811774206719430656,"rt hayward_malcolm: i m dreaming of a white christmas. but, due to rising global temperatures due to man made climate change, that might n",2016-12-22 04:23:47.574,0.0,0.0,1.0,0.0,neutral,2016-12
2,RT @business: Scientists want to give the atmosphere an antacid to relieve climate change https://t.co/wTu2aRKhg3 https://t.co/UKeiZkcYRf,810228187103776768,rt business: scientists want to give the atmosphere an antacid to relieve climate change,2016-12-17 22:00:27.774,0.4215,0.213,0.787,0.0,positive,2016-12
1,"Trump picked Scot Pruit as head of the ENVIRONMENTAL PROTECTION AGENCY this guy doesnt believe in climate change, our planet is fucked",806647541118935040,"trump picked scot pruit as head of the environmental protection agency this guy doesnt believe in climate change, our planet is fucked",2016-12-08 00:52:15.246,-0.6597,0.0,0.827,0.173,negative,2016-12
1,@jonlovett I'm terrified. I work for a DOE contractor and know global warming is real. Just waiting to see my name on a list come January.,807457172707676160,jonlovett i m terrified. i work for a doe contractor and know global warming is real. just waiting to see my name on a list come january.,2016-12-10 06:29:26.459,-0.5267,0.06,0.789,0.15,negative,2016-12
1,"@realDonaldTrump hey bro here's climate change explained like a 5 year old. I hope it makes some sense. 

https://t.co/rXCGK2HX1Z",807120827858685952,realdonaldtrump hey bro here s climate change explained like a 5 year old. i hope it makes some sense.,2016-12-09 08:12:55.598,0.6597,0.278,0.722,0.0,positive,2016-12
1,@realDonaldTrump  what about climate change? It's very real but you only care about $$$$,814130822940917760,realdonaldtrump what about climate change? it s very real but you only care about,2016-12-28 16:28:08.665,0.6486,0.249,0.751,0.0,positive,2016-12
1,"RT @ErikSolheim: Military advisors warn of mass migrations from climate change.
For many, climate adaptation will mean leaving home.… ",805349210950279168,"rt eriksolheim: military advisors warn of mass migrations from climate change. for many, climate adaptation will mean leaving home.",2016-12-04 10:53:09.212,-0.1027,0.0,0.928,0.072,negative,2016-12
1,RT @PattyMurray: When we are already seeing the effects of climate change—it’s unnerving Trump would choose a climate change denier to set…,806705848391233536,rt pattymurray: when we are already seeing the effects of climate change it s unnerving trump would choose a climate change denier to set,2016-12-08 04:43:56.783,-0.3612,0.0,0.889,0.111,negative,2016-12
0,"muh climate change
annudah shoah
😴 https://t.co/BUvW0zISKj",806977327796256769,muh climate change annudah shoah,2016-12-08 22:42:42.517,0.0,0.0,1.0,0.0,neutral,2016-12
1,RT @LisaBloom: Rex Tillerson might be Trump's worst cabinet pick. Say no to an oil baron blocking int'l climate change efforts. https://t.c…,806252769753505792,rt lisabloom: rex tillerson might be trump s worst cabinet pick. say no to an oil baron blocking int l climate change efforts.,2016-12-06 22:43:34.418,-0.836,0.0,0.681,0.319,negative,2016-12
2,U.S. Energy Department balks at Trump request for names on climate change https://t.co/gbOUxs9g2t via @Reuters,808966926189916160,u.s. energy department balks at trump request for names on climate change via reuters,2016-12-14 10:28:39.739,0.2732,0.13,0.87,0.0,positive,2016-12
-1,@seanhannity probably climate change or maybe she'll blame women for not voting for the candidate with a vagina,810099854835929089,seanhannity probably climate change or maybe she ll blame women for not voting for the candidate with a vagina,2016-12-17 13:30:30.977,-0.34,0.0,0.87,0.13,negative,2016-12
1,The global warming signal in the Arctic was stronger and more pronounced during 2016 than any other year… https://t.co/S913cp6AAi,814375153102704640,the global warming signal in the arctic was stronger and more pronounced during 2016 than any other year,2016-12-29 08:39:01.515,0.4939,0.198,0.802,0.0,positive,2016-12
0,You lot. You spend all your time thinking about dying. Like you're going to get killed by eggs or beef or global warming or asteroids.,810027586889793536,you lot. you spend all your time thinking about dying. like you re going to get killed by eggs or beef or global warming or asteroids.,2016-12-17 08:43:20.956,-0.34,0.134,0.719,0.147,negative,2016-12
1,RT @tveitdal: Half the world's species failing to cope with global warming as Earth races towards its sixth mass extinction…,807186524366393344,rt tveitdal: half the world s species failing to cope with global warming as earth races towards its sixth mass extinction,2016-12-09 12:33:58.866,-0.4019,0.07,0.786,0.144,negative,2016-12
1,RT @NewYorker: You have to be pretty desperate to take Rex Tillerson’s stance on climate change as cause for optimism. https://t.co/oXB6Zo3…,809403318657318912,rt newyorker: you have to be pretty desperate to take rex tillerson s stance on climate change as cause for optimism.,2016-12-15 15:22:43.811,0.6597,0.248,0.667,0.085,positive,2016-12
2,"RT @KFILE: In interviews, Trump's EPA pick questioned climate change, said Obama EPA rules would be undone  https://t.co/4FDGKH30sx",808878999409688577,"rt kfile: in interviews, trump s epa pick questioned climate change, said obama epa rules would be undone",2016-12-14 04:39:16.361,-0.1027,0.0,0.924,0.076,negative,2016-12
1,RT @AskFuhknJeebz: 70 degrees in December in Virginia and there are people who still dispute climate change. Really what more proof do you…,813856793881243648,rt askfuhknjeebz: 70 degrees in december in virginia and there are people who still dispute climate change. really what more proof do you,2016-12-27 22:19:15.046,-0.4019,0.0,0.891,0.109,negative,2016-12
1,"RT @DataLogicTruth: Trump's
–EPA pick denies climate change
–DOJ pick opposes voting rights
–Edu pick derides public schools
–HHS pick want…",806599324335489024,rt datalogictruth: trump s epa pick denies climate change doj pick opposes voting rights edu pick derides public schools hhs pick want,2016-12-07 21:40:39.469,-0.5859,0.0,0.798,0.202,negative,2016-12
1,Exon knew about climate change. Promoted bad science defrauding investors #fraud #lies https://t.co/7ByA46maYO… https://t.co/jPBahmCTNG,812101876384727041,exon knew about climate change. promoted bad science defrauding investors fraud lies,2016-12-23 02:05:50.110,-0.1779,0.153,0.656,0.191,negative,2016-12
-1,RT @JunkScience: NOAA is adjusting temperature data to match global warming theory. https://t.co/f0dAG3m2od… https://t.co/Ci51An9iNg,815116664572252160,rt junkscience: noaa is adjusting temperature data to match global warming theory.,2016-12-31 09:45:31.626,0.1531,0.11,0.89,0.0,positive,2016-12
0,"RT @mgoldfarb999: Per the article,' It found that if the United States delays addressing climate change domestically for four to... https:/…",814635721139113988,"rt mgoldfarb999: per the article, it found that if the united states delays addressing climate change domestically for four to...",2016-12-30 01:54:25.776,0.4215,0.123,0.877,0.0,positive,2016-12
2,"Marshall Islands, threatened by sea level rise, invite #Tillerson for visit to witness #climate change impacts https://t.co/1sYBQuBk4D",811215262078771202,"marshall islands, threatened by sea level rise, invite tillerson for visit to witness climate change impacts",2016-12-20 15:22:44.787,-0.34,0.082,0.765,0.153,negative,2016-12
2,RT @nytimes: Most of Donald Trump's cabinet and top staff have doubted that climate change is caused by human activity https://t.co/8R1mim0…,811087156013912064,rt nytimes: most of donald trump s cabinet and top staff have doubted that climate change is caused by human activity,2016-12-20 06:53:41.921,-0.0772,0.079,0.83,0.092,negative,2016-12
1,"Good for the Dept of Energy

U.S. Energy Department balks at Trump request for names on climate change https://t.co/q7ddV8XWEg via @Reuters",808892543610060801,good for the dept of energy u.s. energy department balks at trump request for names on climate change via reuters,2016-12-14 05:33:05.550,0.7269,0.283,0.717,0.0,positive,2016-12
-1,"RT @_Makada_: Sahara Desert gets first snowfall in almost 40 years, but the fake news media told me global warming is real!

https://t.co/L…",811819965879726080,"rt _makada_: sahara desert gets first snowfall in almost 40 years, but the fake news media told me global warming is real!",2016-12-22 07:25:37.408,-0.5487,0.069,0.768,0.162,negative,2016-12
1,"It's warmer in the Arctic than it is in Thunder Bay, Ont.'
Sorry, tell me again how global warming isn't a thing? 🤔 https://t.co/fZvxXn7xJT",812515101274214400,"it s warmer in the arctic than it is in thunder bay, ont. sorry, tell me again how global warming isn t a thing?",2016-12-24 05:27:50.601,0.3612,0.158,0.788,0.054,positive,2016-12
2,"RT @Doener: Gates, Bezos, Jack Ma and others worth $170 billion are launching a clean-energy fund to fight climate change: https://t.co/uTM…",808243953363546112,"rt doener: gates, bezos, jack ma and others worth 170 billion are launching a clean energy fund to fight climate change:",2016-12-12 10:35:49.585,-0.1779,0.084,0.8,0.116,negative,2016-12
1,"RT @UN_Women: Women can contribute to mitigate climate change if they have adequate access to information, training and technolog… ",811896271619268608,"rt un_women: women can contribute to mitigate climate change if they have adequate access to information, training and technolog",2016-12-22 12:28:50.114,0.2263,0.095,0.905,0.0,positive,2016-12
2,"RT @OMAHAGEMGIRL: Biden urges Canada to fight climate change despite Trump

https://t.co/dkivX59Nta",807397381654257665,rt omahagemgirl: biden urges canada to fight climate change despite trump,2016-12-10 02:31:51.161,-0.3818,0.0,0.809,0.191,negative,2016-12
-1,"RT @SkepticJohn: If man-made global warming is fact, why do you have to fake data to support it? https://t.co/GKLGn9wKyf",806063164156579840,"rt skepticjohn: if man made global warming is fact, why do you have to fake data to support it?",2016-12-06 10:10:08.921,0.0516,0.184,0.684,0.132,positive,2016-12
1,"RT @SarcasticRover: When someone tells you there’s no scientific consensus on climate change, they are LYING TO YOU:… ",809693223404736512,"rt sarcasticrover: when someone tells you there s no scientific consensus on climate change, they are lying to you:",2016-12-16 10:34:42.489,-0.7456,0.0,0.716,0.284,negative,2016-12
-1,"@X_USAF_E7 @SenSanders @MatthewModine When it's cold, it's global warming. When it's hot, it's global warming. #liars",807575305481109505,"x_usaf_e7 sensanders matthewmodine when it s cold, it s global warming. when it s hot, it s global warming. liars",2016-12-10 14:18:51.507,0.296,0.186,0.814,0.0,positive,2016-12
1,RT @ShaunCoffey: Fight climate change by preventing food waste | Stories | WWF https://t.co/xzPTNjYjSU #stopfoodwaste,804996238542340097,rt shauncoffey: fight climate change by preventing food waste stories wwf stopfoodwaste,2016-12-03 11:30:34.032,-0.6705,0.0,0.606,0.394,negative,2016-12
0,"@jjmcc33 this is a story about weather on the east coast and mid west, not about climate change. you can help yourself by reading the story.",809163524748541954,"jjmcc33 this is a story about weather on the east coast and mid west, not about climate change. you can help yourself by reading the story.",2016-12-14 23:29:52.488,0.4019,0.101,0.899,0.0,positive,2016-12
-1,"@Prash196820 And here the lefties either deny what is going on, or blame it on the invasion of Iraq, and global warming.",805029099966238720,"prash196820 and here the lefties either deny what is going on, or blame it on the invasion of iraq, and global warming.",2016-12-03 13:41:08.806,-0.4939,0.063,0.748,0.189,negative,2016-12
1,RT @yourlocalemo: TELL YOUR BOYFRIEND IF HE SAYS HES GOT BEEF THAT animal food production is one of the leading causes of climate change an…,815248558182006784,rt yourlocalemo: tell your boyfriend if he says hes got beef that animal food production is one of the leading causes of climate change an,2016-12-31 18:29:37.513,0.0,0.0,1.0,0.0,neutral,2016-12
1,"RT @slevitova: The story isn't Kanye. The story: Rick Perry, climate change denier, has been tapped to lead the Energy Dept, which he WANTE…",808718597149364224,"rt slevitova: the story isn t kanye. the story: rick perry, climate change denier, has been tapped to lead the energy dept, which he wante",2016-12-13 18:01:53.482,-0.1027,0.079,0.827,0.094,negative,2016-12
0,"Fuck if climate change 'is real'; glaciers are melting, water level is rising. If this is occurring naturally, we're still all going to die.",808357669199351808,"fuck if climate change is real ; glaciers are melting, water level is rising. if this is occurring naturally, we re still all going to die.",2016-12-12 18:07:41.553,-0.8126,0.0,0.748,0.252,negative,2016-12
-1,@nmilne50 I bet you believe in the lefts man made global warming theory,810663287830564868,nmilne50 i bet you believe in the lefts man made global warming theory,2016-12-19 02:49:23.871,0.1531,0.127,0.873,0.0,positive,2016-12
1,"RT @AlexSteffen: Given what we know about climate change, plummeting clean energy prices+economy of the future, we shouldn't build another…",810614111335632900,"rt alexsteffen: given what we know about climate change, plummeting clean energy prices economy of the future, we shouldn t build another",2016-12-18 23:33:59.281,0.5859,0.211,0.789,0.0,positive,2016-12
2,RT @Slate: Trump says “nobody really knows” if climate change is real: https://t.co/3ZTk15Z5bq https://t.co/CVYwraDcgM,808346570093690884,rt slate: trump says nobody really knows if climate change is real:,2016-12-12 17:23:35.320,0.0,0.0,1.0,0.0,neutral,2016-12
1,"How do deniers of human-caused climate change, who aren't even scientists, explain the sudden spike to 4… by Lee Thé https://t.co/EaaGtUdSaS",809027208392151042,"how do deniers of human caused climate change, who aren t even scientists, explain the sudden spike to 4 by lee thé",2016-12-14 14:28:12.136,-0.2732,0.0,0.905,0.095,negative,2016-12
0,@GolfDigest I'd love to see Trump 'scuffing' at global warming! #golf #proofread,807187646070013952,golfdigest i d love to see trump scuffing at global warming! golf proofread,2016-12-09 12:38:26.301,0.7263,0.379,0.621,0.0,positive,2016-12
2,"National Geographic asked photographers to show the impact of climate change, here’s what they shot:... https://t.co/D9V6B5puK5",804758399506378752,"national geographic asked photographers to show the impact of climate change, here s what they shot:...",2016-12-02 19:45:28.787,0.0,0.0,1.0,0.0,neutral,2016-12
0,@LiamPayne what do you think about global warming? 😅🌏 #askliam,810101823734448128,liampayne what do you think about global warming? :globe_showing_Asia Australia: askliam,2016-12-17 13:38:20.399,0.1531,0.151,0.849,0.0,positive,2016-12
1,RT @yourlru: Our next president is a rapist that steals money from children with cancer and thinks global warming is made up :),814577653869068288,rt yourlru: our next president is a rapist that steals money from children with cancer and thinks global warming is made up :,2016-12-29 22:03:41.460,-0.875,0.135,0.497,0.368,negative,2016-12
1,People aren't going to believe climate change is real until the ocean currents literally break down and Europe is p… https://t.co/uZ2ykZiavE,806625877341720580,people aren t going to believe climate change is real until the ocean currents literally break down and europe is p,2016-12-07 23:26:10.199,0.0,0.0,1.0,0.0,neutral,2016-12
1,Jerry Brown: Respond to climate change now before it's too late - Assine o abaixo-assinado! https://t.co/XGmhQTm3XL via @ChangeGER,812936551629983745,jerry brown: respond to climate change now before it s too late assine o abaixo assinado! via changeger,2016-12-25 09:22:32.196,0.0,0.0,1.0,0.0,neutral,2016-12
0,We might have found the ‘cure’ for global warming – and it’s basically Gaviscon #D13 https://t.co/2kon4WmZiF https://t.co/AeACuIkjv0,808808759673946112,we might have found the cure for global warming and it s basically gaviscon d13,2016-12-14 00:00:09.903,0.1531,0.096,0.904,0.0,positive,2016-12
1,RT @pferal: That's his most palatable quality! He's a hunter pal of the Trumps who denies climate change+is a glutton for oil d…,811266438702854145,rt pferal: that s his most palatable quality! he s a hunter pal of the trumps who denies climate change is a glutton for oil d,2016-12-20 18:46:06.245,0.0989,0.127,0.76,0.112,positive,2016-12
0,@PopSci @melissajmeli Because the backlash against their hectoring will make it harder for climate change measures to become popular?,809483780314558464,popsci melissajmeli because the backlash against their hectoring will make it harder for climate change measures to become popular?,2016-12-15 20:42:27.365,0.4215,0.135,0.865,0.0,positive,2016-12
-1,@MMFlint the great global warming swindle,806444969141633024,mmflint the great global warming swindle,2016-12-07 11:27:18.323,0.3182,0.471,0.248,0.281,positive,2016-12
1,"RT @AdamMcKim: If we want to develop global citizens who care about climate change, we need to focus less on floods &amp; more on drou… ",807282532379164673,"rt adammckim: if we want to develop global citizens who care about climate change, we need to focus less on floods amp; more on drou",2016-12-09 18:55:28.960,0.5423,0.164,0.836,0.0,positive,2016-12
1,RT @UnarmedOracle: @UnarmedOracle climate change denial can't be fact checked. It can't be published away or disproved in experiment. It ha…,809994613926850560,rt unarmedoracle: unarmedoracle climate change denial can t be fact checked. it can t be published away or disproved in experiment. it ha,2016-12-17 06:32:19.589,0.0,0.0,1.0,0.0,neutral,2016-12
0,@TheWaiverHounds 'Yeah right! Let me tell you some more global warming...' https://t.co/9WzkMqseEM,809427181881491456,thewaiverhounds yeah right! let me tell you some more global warming...,2016-12-15 16:57:33.247,0.3595,0.185,0.815,0.0,positive,2016-12
-1,"@criticalthinkrs @nlingua @realDonaldTrump you mean saving some Americans job , focusing more on economy than climate change maybe",808566069002543104,"criticalthinkrs nlingua realdonaldtrump you mean saving some americans job , focusing more on economy than climate change maybe",2016-12-13 07:55:47.938,0.0,0.0,1.0,0.0,neutral,2016-12
2,"RT @RiceRPLP: Religion plays a bigger role in evolution skepticism than climate change denial, (our) study finds… ",809918715999289344,"rt ricerplp: religion plays a bigger role in evolution skepticism than climate change denial, our study finds",2016-12-17 01:30:44.113,0.0,0.111,0.778,0.111,neutral,2016-12
2,DDT ban — not global warming — to blame for U.S. mosquito eruption: Study - https://t.co/zYsocsFLOO - @washtimes,807249704056750080,ddt ban not global warming to blame for u.s. mosquito eruption: study washtimes,2016-12-09 16:45:02.078,-0.7539,0.0,0.596,0.404,negative,2016-12
